Date,Team,Nombre,Acquired,Relinquished,Notes,ID
08-04-11,Nuggets,Timofey Mozgov,,Timofey Mozgov,sprained left knee and ankle (DNP),202389
08-04-11,Pistons,Will Bynum,,Will Bynum,strained right knee (DNP),101198
08-04-11,Raptors,Jose Calderon,,Jose Calderon,sore/strained left hamstring (DNP),101181
08-04-11,Suns,Steve Nash,,Steve Nash,strained right hamstring (DNP),959
08-04-11,Wizards,Hamady N'Diaye,,Hamady N'Diaye,strained patella tendon nin left knee (DNP),202380
08-04-11,Wizards,Nick Young,,Nick Young,bruised left knee (DNP),201156
09-04-11,Bucks,Jon Brockman,,Jon Brockman,separated left shoulder (DNP),201972
09-04-11,Cavaliers,Samardo Samuels,,Samardo Samuels,placed on IL with strained left groin (out for season),202396
09-04-11,Clippers,Chris Kaman,,Chris Kaman,sprained right knee (DNP),2549
09-04-11,Jazz,Kyrylo Fesenko,,Kyrylo Fesenko,fractured right thumb (DNP),201178
09-04-11,Jazz,Ronnie Price,,Ronnie Price,strained left calf (DNP),101179
09-04-11,Nuggets,Timofey Mozgov,,Timofey Mozgov,sprained left knee and ankle (DNP),202389
09-04-11,Nuggets,Wilson Chandler,,Wilson Chandler,sore left ankle (DNP),201163
09-04-11,Rockets,Kyle Lowry,,Kyle Lowry,sore left foot / knee (CBC) (DNP),200768
09-04-11,Rockets,Luis Scola,,Luis Scola,sore left knee (DNP),2449
09-04-11,Spurs,Antonio McDyess,,Antonio McDyess,placed on IL for rest,686
09-04-11,Spurs,James Anderson,James Anderson,,activated from IL,202341
09-04-11,Timberwolves,Darko Milicic,,Darko Milicic,sprained left ankle (DNP),2545
09-04-11,Wizards,Hamady N'Diaye,,Hamady N'Diaye,strained patella tendon nin left knee (DNP),202380
09-04-11,Wizards,Nick Young,,Nick Young,bruised left knee (DNP),201156
10-04-11,Bobcats,Eduardo Najera,,Eduardo Najera,lower back spasms (DNP),2059
10-04-11,Bobcats,Stephen Jackson,,Stephen Jackson,strained left hamstring (DNP),1536
10-04-11,Bobcats,Tyrus Thomas,,Tyrus Thomas,sore left knee (DNP),200748
10-04-11,Celtics,Avery Bradley,,Avery Bradley,placed on IL,202340
10-04-11,Celtics,Jermaine O'Neal,Jermaine O'Neal,,activated from IL,979
10-04-11,Heat,Erick Dampier,,Erick Dampier,placed on IL with knee injury / rest,956
10-04-11,Heat,Jamaal Magloire,Jamaal Magloire,,activated from IL,2048
10-04-11,Magic,J.J. Redick,,J.J. Redick,lower abdominal strain (DNP),200755
10-04-11,Mavericks,Ian Mahinmi,,Ian Mahinmi,placed on IL,101133
10-04-11,Mavericks,Jason Kidd,Jason Kidd,,activated from IL,467
10-04-11,Nets,Anthony Morrow,,Anthony Morrow,left knee tendinitis (DNP),201627
10-04-11,Nets,Damion James,,Damion James,sore right foot (DNP),202345
10-04-11,Pacers,James Posey,,James Posey,placed on IL,1899
10-04-11,Pacers,T.J. Ford,T.J. Ford,,activated from IL,2551
10-04-11,Pistons,DaJuan Summers,,DaJuan Summers,ill (DNP),201969
10-04-11,Pistons,Will Bynum,,Will Bynum,strained right knee (DNP),101198
10-04-11,Raptors,Amir Johnson,,Amir Johnson,sore left ankle (DNP),101161
10-04-11,Raptors,Jose Calderon,,Jose Calderon,sore/strained left hamstring (DNP),101181
10-04-11,Raptors,Sonny Weems,,Sonny Weems,sore right knee (DTD),201603
10-04-11,Thunder,Robert Vaden,,Robert Vaden,placed on IL,201987
10-04-11,Rockets,Marcus Cousin,,Marcus Cousin ,placed on IL,202408
11-04-11,76ers,Andre Iguodala,,Andre Iguodala,placed on IL with right knee tendinitis (out for season),2738
11-04-11,76ers,Darius Songaila,Darius Songaila,,activated from IL,2443
11-04-11,Bobcats,Eduardo Najera,,Eduardo Najera,lower back spasms (DNP),2059
11-04-11,Bobcats,Stephen Jackson,,Stephen Jackson,strained left hamstring (DNP),1536
11-04-11,Bobcats,Tyrus Thomas,,Tyrus Thomas,sore left knee (DNP),200748
11-04-11,Cavaliers,Anthony Parker,,Anthony Parker,back spasms (DNP),1515
11-04-11,Celtics,Kevin Garnett,,Kevin Garnett,placed on IL for rest (out for season),708
11-04-11,Celtics,Paul Pierce,,Paul Pierce,rest (DNP),1718
11-04-11,Celtics,Rajon Rondo,,Rajon Rondo,placed on IL for rest,200765
11-04-11,Celtics,Ray Allen,,Ray Allen,rest (DNP),951
11-04-11,Celtics,Avery Bradley,Avery Bradley,,activated from IL,202340
11-04-11,Celtics,Von Wafer,Von Wafer,,activated from IL,101144
11-04-11,Hawks,Pape Sy,,Pape Sy,placed on IL,202377
11-04-11,Hawks,Josh Smith,Josh Smith,,activated from IL,2746
11-04-11,Jazz,Kyrylo Fesenko,,Kyrylo Fesenko,fractured right thumb (DNP),201178
11-04-11,Jazz,Ronnie Price,,Ronnie Price,strained left calf (DNP),101179
11-04-11,Kings,Tyreke Evans,,Tyreke Evans,sprained left ankle (DNP),201936
11-04-11,Magic,Gilbert Arenas,,Gilbert Arenas,sore left knee (DNP),2240
11-04-11,Magic,J.J. Redick,,J.J. Redick,lower abdominal strain (DNP),200755
11-04-11,Mavericks,Brendan Haywood,,Brendan Haywood,placed on IL,2217
11-04-11,Mavericks,Ian Mahinmi,Ian Mahinmi,,activated from IL,101133
11-04-11,Nets,Anthony Morrow,,Anthony Morrow,left knee tendinitis (DNP),201627
11-04-11,Nets,Damion James,,Damion James,sore right foot (DNP),202345
11-04-11,Nets,Deron Williams,,Deron Williams,surgery on right wrist to remove bone fragments and scar tissue (out for season),101114
11-04-11,Nets,Mario West,,Mario West,separated left shoulder (DNP),201238
11-04-11,Nuggets,Al Harrington,,Al Harrington,right Achilles tendon injury / rest (DNP),1733
11-04-11,Nuggets,Danilo Gallinari,,Danilo Gallinari,sprained right ankle (DNP),201568
11-04-11,Nuggets,Timofey Mozgov,,Timofey Mozgov,placed on IL with sprained left knee and ankle,202389
11-04-11,Nuggets,Wilson Chandler,,Wilson Chandler,placed on IL with sore left ankle,201163
11-04-11,Nuggets,Arron Afflalo,Arron Afflalo,,activated from IL,201167
11-04-11,Nuggets,Chris Andersen,Chris Andersen,,activated from IL,2365
11-04-11,Pistons,Tracy McGrady,,Tracy McGrady,rest (DNP),1503
11-04-11,Pistons,Will Bynum,,Will Bynum,strained right knee (DNP),101198
11-04-11,Raptors,Amir Johnson,,Amir Johnson,sore left ankle (DNP),101161
11-04-11,Raptors,Linas Kleiza,,Linas Kleiza,placed on IL recovering from microfracture surgery on right knee to repair cartilage damage (out for season),101132
11-04-11,Raptors,Reggie Evans,,Reggie Evans,sore left index finger (DNP),2501
11-04-11,Raptors,Sonny Weems,,Sonny Weems,sore right knee (DNP),201603
11-04-11,Raptors,Solomon Alabi,Solomon Alabi,,activated from IL,202374
11-04-11,Rockets,Kyle Lowry,,Kyle Lowry,sore left foot (DNP),200768
11-04-11,Rockets,Luis Scola,,Luis Scola,sore left knee (DNP),2449
11-04-11,Suns,Vince Carter,,Vince Carter,bruised left hip / knee injury (DNP),1713
11-04-11,Timberwolves,Darko Milicic,,Darko Milicic,sprained left ankle (DNP),2545
11-04-11,Warriors,Monta Ellis,,Monta Ellis,concussion (DNP),101145
11-04-11,Wizards,Hamady N'Diaye,,Hamady N'Diaye,strained patella tendon nin left knee (DNP),202380
11-04-11,Wizards,Nick Young,,Nick Young,bruised left knee (DNP),201156
11-04-11,Hawks,Magnum Rolle,,Magnum Rolle,placed on IL,202375
11-04-11,Rockets,Hasheem Thabeet,Hasheem Thabeet,,activated from IL,201934
12-04-11,Blazers,Luke Babbitt,,Luke Babbitt,placed on IL,202337
12-04-11,Bucks,Andrew Bogut,,Andrew Bogut,arthroscopic surgery on right elbow to remove loose particles and scar tissue (out for season),101106
12-04-11,Grizzlies,Tony Allen,,Tony Allen,rest (DNP),2754
12-04-11,Grizzlies,Zach Randolph,,Zach Randolph,left elbow injury / rest (DNP),2216
12-04-11,Hornets,David West,,David West,surgery on left knee to repair torn ACL (out for season),2561
12-04-11,Lakers,Andrew Bynum,,Andrew Bynum,hyperextended right knee (left game),101115
12-04-11,Lakers,Matt Barnes,,Matt Barnes,sore right knee (DNP),2440
12-04-11,Lakers,Steve Blake,,Steve Blake,chicken pox (DNP),2581
12-04-11,Spurs,Tony Parker,, Tony Parker,rest (DNP),2225
12-04-11,Spurs,Manu Ginobili,,Manu Ginobili,placed on IL for rest,1938
12-04-11,Spurs,Tim Duncan,,Tim Duncan,rest (DNP),1495
12-04-11,Spurs,Chris Quinn,Chris Quinn,,activated from IL,200809
13-04-11,Blazers,Brandon Roy,,Brandon Roy,rest (DNP),200750
13-04-11,Blazers,Gerald Wallace,,Gerald Wallace,rest (DNP),2222
13-04-11,Blazers,LaMarcus Aldridge,,LaMarcus Aldridge,rest (DNP),200746
13-04-11,Blazers,Marcus Camby,,Marcus Camby,rest (DNP),948
13-04-11,Blazers,Nicolas Batum,,Nicolas Batum,placed on IL for rest,201587
13-04-11,Blazers,Luke Babbitt,Luke Babbitt,,activated from IL,202337
13-04-11,Bobcats,Eduardo Najera,,Eduardo Najera,lower back spasms (DNP),2059
13-04-11,Bobcats,Stephen Jackson,,Stephen Jackson,strained left hamstring (DNP),1536
13-04-11,Bobcats,Tyrus Thomas,,Tyrus Thomas,sore left knee (DNP),200748
13-04-11,Bulls,Ronnie Brewer,,Ronnie Brewer,sprained left thumb (DNP),200758
13-04-11,Cavaliers,Baron Davis,,Baron Davis,back spasms (DNP),1884
13-04-11,Cavaliers,Semih Erden,,Semih Erden,sore right heel (DNP),201623
13-04-11,Celtics,Delonte West,,Delonte West,sprained right ankle (DNP),2753
13-04-11,Celtics,Jermaine O'Neal,,Jermaine O'Neal,rest (DNP),979
